Substation,Longitude,Latitude,Operator
"{""geometry"": {""coordinates"": [[14.288591, 41.049739], [14.288589, 41.048577], [14.289478, 41.048552], [14.289494, 41.049746], [14.28943, 41.049746], [14.289392, 41.049661], [14.289255, 41.049666], [14.289199, 41.049751], [14.288591, 41.049739]], ""type"": ""LineString""}, ""id"": 93856778, ""properties"": {""barrier"": ""wall"", ""name"": ""Capodrise"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""operator:wikipedia"": ""it:E-distribuzione"", ""power"": ""substation"", ""ref:terna"": ""NNAPCPDN"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[14.288591, 41.049739]","[14.288589, 41.048577]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[14.227848, 41.036786], [14.227569, 41.035879], [14.227805, 41.035879], [14.22736, 41.0348], [14.23212, 41.033727], [14.232166, 41.033792], [14.2332, 41.035214], [14.233006, 41.035285], [14.233254, 41.035629], [14.232552, 41.035778], [14.232618, 41.035937], [14.230047, 41.036485], [14.230135, 41.036928], [14.228122, 41.037012], [14.228028, 41.03699], [14.227925, 41.03691], [14.227848, 41.036786]], ""type"": ""LineString""}, ""id"": 93860115, ""properties"": {""name"": ""Santa Maria Capua Vetere"", ""operator"": ""Terna"", ""operator:wikidata"": ""Q936325"", ""power"": ""substation"", ""ref:terna:codice"": ""31.108"", ""substation"": ""distribution"", ""voltage"": ""380000;220000;150000""}, ""type"": ""Feature""}","[14.227848, 41.036786]","[14.227569, 41.035879]",Terna
"{""geometry"": {""coordinates"": [[15.890782, 41.639927], [15.892222, 41.639761], [15.892012, 41.638774], [15.8906, 41.638935], [15.890782, 41.639927]], ""type"": ""LineString""}, ""id"": 95457530, ""properties"": {""barrier"": ""wall"", ""name"": ""Manfredonia"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""NNAPMAFN"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[15.890782, 41.639927]","[15.892222, 41.639761]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[12.402212, 41.908121], [12.402962, 41.908234], [12.403049, 41.908572], [12.403162, 41.908836], [12.402587, 41.908982], [12.402212, 41.908121]], ""type"": ""LineString""}, ""id"": 95467015, ""properties"": {""name"": ""Acea Torrevecchia"", ""operator"": ""Acea Distribuzione"", ""operator:wikidata"": ""Q3604235"", ""operator:wikipedia"": ""it:Acea"", ""power"": ""substation"", ""ref:terna"": ""RROMTRVR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[12.402212, 41.908121]","[12.402962, 41.908234]",Acea Distribuzione
"{""geometry"": {""coordinates"": [[9.120622, 45.705553], [9.121025, 45.704792], [9.122267, 45.70499], [9.122241, 45.705145], [9.122433, 45.705171], [9.123006, 45.705849], [9.120622, 45.705553]], ""type"": ""LineString""}, ""id"": 95700660, ""properties"": {""name"": ""Novedrate"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""MMILNVRM"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[9.120622, 45.705553]","[9.121025, 45.704792]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[8.279046, 46.115377], [8.279439, 46.115511], [8.279033, 46.115971], [8.279144, 46.116009], [8.279213, 46.11594], [8.279556, 46.115537], [8.280212, 46.114682], [8.280185, 46.114672], [8.28005, 46.114615], [8.279791, 46.114504], [8.2796, 46.114727], [8.279046, 46.115377]], ""type"": ""LineString""}, ""id"": 95895342, ""properties"": {""name"": ""Domodossola"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""TTORDMDT"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[8.279046, 46.115377]","[8.279439, 46.115511]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[12.975454, 42.56652], [12.974709, 42.565967], [12.975783, 42.565423], [12.976528, 42.5661], [12.975702, 42.566443], [12.975454, 42.56652]], ""type"": ""LineString""}, ""id"": 96042477, ""properties"": {""name"": ""Leonessa"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""RROMLEOR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[12.975454, 42.56652]","[12.974709, 42.565967]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.268559, 42.457868], [13.268593, 42.45783], [13.268628, 42.45779], [13.269087, 42.457332], [13.269864, 42.457667], [13.269744, 42.457825], [13.269927, 42.457888], [13.269577, 42.458315], [13.268559, 42.457868]], ""type"": ""LineString""}, ""id"": 96185185, ""properties"": {""barrier"": ""wall"", ""name"": ""Cagnano"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMCGNR"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.268559, 42.457868]","[13.268593, 42.45783]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[10.734049, 46.312768], [10.734423, 46.313024], [10.735584, 46.312391], [10.734818, 46.312127], [10.734049, 46.312768]], ""type"": ""LineString""}, ""id"": 96654909, ""properties"": {""name"": ""Ossana"", ""operator"": ""Set Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""VVENOSSVTR;VVENOSSVTV"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[10.734049, 46.312768]","[10.734423, 46.313024]",Set Distribuzione
"{""geometry"": {""coordinates"": [[11.104388, 46.19858], [11.105725, 46.19883], [11.105615, 46.199112], [11.105554, 46.199269], [11.105258, 46.199214], [11.104883, 46.199144], [11.104217, 46.199019], [11.104296, 46.198816], [11.104388, 46.19858]], ""type"": ""LineString""}, ""id"": 96657537, ""properties"": {""name"": ""AIR Mezzolombardo"", ""operator"": ""AIR Mezzolombardo"", ""power"": ""substation"", ""ref:terna"": ""VVENAMLV"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[11.104388, 46.19858]","[11.105725, 46.19883]",AIR Mezzolombardo
"{""geometry"": {""coordinates"": [[11.109963, 46.129427], [11.10998, 46.129477], [11.109886, 46.129494], [11.110112, 46.130089], [11.110179, 46.130085], [11.110224, 46.130199], [11.110147, 46.130281], [11.11034, 46.130721], [11.111855, 46.1304], [11.112621, 46.130247], [11.112659, 46.13024], [11.112363, 46.129623], [11.111904, 46.129711], [11.111645, 46.129079], [11.111577, 46.129091], [11.109963, 46.129427]], ""type"": ""LineString""}, ""id"": 96658563, ""properties"": {""name"": ""Lavis"", ""operator"": ""Dolomiti Energia"", ""operator:wikidata"": ""Q3712703"", ""power"": ""substation"", ""ref:terna"": ""VVENLVSVT2_2"", ""substation"": ""distribution"", ""voltage"": ""220000""}, ""type"": ""Feature""}","[11.109963, 46.129427]","[11.10998, 46.129477]",Dolomiti Energia
"{""geometry"": {""coordinates"": [[11.118007, 46.202635], [11.118488, 46.202901], [11.119335, 46.202167], [11.118854, 46.201901], [11.118007, 46.202635]], ""type"": ""LineString""}, ""id"": 96707620, ""properties"": {""name"": ""San Michele all'Adige"", ""operator"": ""Set Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""VVENSMIVTR;VVENSMIVTV"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[11.118007, 46.202635]","[11.118488, 46.202901]",Set Distribuzione
"{""geometry"": {""coordinates"": [[11.282282, 46.477088], [11.282481, 46.476558], [11.283512, 46.476723], [11.283445, 46.476927], [11.283319, 46.476906], [11.283132, 46.477022], [11.283046, 46.477298], [11.282414, 46.477183], [11.282282, 46.477088]], ""type"": ""LineString""}, ""id"": 96727258, ""properties"": {""alt_name"": ""Maso Pill"", ""frequency"": ""50"", ""name"": ""Eppan - Appiano"", ""operator"": ""AE-EW"", ""power"": ""substation"", ""substation"": ""distribution"", ""voltage"": ""220000""}, ""type"": ""Feature""}","[11.282282, 46.477088]","[11.282481, 46.476558]",AE-EW
"{""geometry"": {""coordinates"": [[12.035707, 42.527436], [12.035254, 42.527056], [12.034863, 42.52731], [12.034628, 42.527462], [12.035081, 42.527841], [12.035707, 42.527436]], ""type"": ""LineString""}, ""id"": 97758653, ""properties"": {""name"": ""Montefiascone"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMMFIR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[12.035707, 42.527436]","[12.035254, 42.527056]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[11.902068, 42.435258], [11.902139, 42.435314], [11.902246, 42.435655], [11.902362, 42.435714], [11.903233, 42.435601], [11.903092, 42.435053], [11.902163, 42.435175], [11.902129, 42.435161], [11.902068, 42.435258]], ""type"": ""LineString""}, ""id"": 97758666, ""properties"": {""name"": ""San Savino"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMSSOR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[11.902068, 42.435258]","[11.902139, 42.435314]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[9.207129, 45.480101], [9.207312, 45.480012], [9.206993, 45.479688], [9.20681, 45.479776], [9.207129, 45.480101]], ""type"": ""LineString""}, ""id"": 97822006, ""properties"": {""building"": ""yes"", ""building:levels"": ""2"", ""location"": ""indoor"", ""name"": ""Benedetto Marcello"", ""operator"": ""Unareti"", ""power"": ""substation"", ""ref:terna"": ""MMILPVNMT1;MMILPVNMT2"", ""substation"": ""distribution"", ""voltage"": ""220000""}, ""type"": ""Feature""}","[9.207129, 45.480101]","[9.207312, 45.480012]",Unareti
"{""geometry"": {""coordinates"": [[11.926887, 45.422796], [11.925886, 45.423122], [11.926072, 45.423484], [11.926452, 45.424054], [11.927373, 45.423543], [11.926887, 45.422796]], ""type"": ""LineString""}, ""id"": 97839983, ""properties"": {""name"": ""Padova San Lazzaro SC"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""VVENPSLV"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[11.926887, 45.422796]","[11.925886, 45.423122]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[8.949494, 45.587527], [8.949938, 45.587196], [8.949937, 45.587127], [8.950019, 45.587068], [8.950117, 45.587063], [8.950603, 45.586702], [8.949802, 45.586149], [8.948652, 45.586973], [8.949494, 45.587527]], ""type"": ""LineString""}, ""id"": 98186457, ""properties"": {""name"": ""Cerro Maggiore"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref"": ""38-0126"", ""ref:terna"": ""MMILCRRM"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[8.949494, 45.587527]","[8.949938, 45.587196]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[14.593997, 42.068844], [14.593915, 42.068977], [14.593881, 42.069192], [14.594376, 42.069528], [14.594918, 42.06903], [14.595166, 42.068735], [14.594512, 42.068264], [14.594005, 42.068686], [14.594016, 42.06876], [14.593997, 42.068844]], ""type"": ""LineString""}, ""id"": 98205712, ""properties"": {""name"": ""Gissi"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMGISR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[14.593997, 42.068844]","[14.593915, 42.068977]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[10.574696, 45.858364], [10.574716, 45.8585], [10.574542, 45.858651], [10.575191, 45.859052], [10.576033, 45.858937], [10.575895, 45.858488], [10.575662, 45.85851], [10.575482, 45.858263], [10.574696, 45.858364]], ""type"": ""LineString""}, ""id"": 98309175, ""properties"": {""name"": ""Storo CP"", ""operator"": ""Dolomiti Energia"", ""operator:wikidata"": ""Q3712703"", ""power"": ""substation"", ""ref:terna"": ""VVENSTCVTR;VVENSTCVTV"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[10.574696, 45.858364]","[10.574716, 45.8585]",Dolomiti Energia
"{""geometry"": {""coordinates"": [[8.189551, 45.24644], [8.189034, 45.246313], [8.188707, 45.246125], [8.188703, 45.246089], [8.189507, 45.245516], [8.190175, 45.2459], [8.189551, 45.24644]], ""type"": ""LineString""}, ""id"": 98421999, ""properties"": {""name"": ""Leri Cavour"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""TTORLERT"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[8.189551, 45.24644]","[8.189034, 45.246313]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[12.158452, 42.095942], [12.158622, 42.0963], [12.157889, 42.096496], [12.157817, 42.096466], [12.157758, 42.096482], [12.157718, 42.096493], [12.157678, 42.096551], [12.156995, 42.096735], [12.156971, 42.096686], [12.156994, 42.096648], [12.156981, 42.096616], [12.156968, 42.096585], [12.156913, 42.096572], [12.156817, 42.096371], [12.158452, 42.095942]], ""type"": ""LineString""}, ""id"": 98544074, ""properties"": {""barrier"": ""wall"", ""name"": ""Bracciano"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""operator:wikipedia"": ""it:E-distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMBRAR"", ""substation"": ""distribution"", ""voltage"": ""150000"", ""wall"": ""brick""}, ""type"": ""Feature""}","[12.158452, 42.095942]","[12.158622, 42.0963]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[8.624012, 45.013624], [8.624639, 45.013574], [8.624662, 45.01349], [8.624814, 45.013488], [8.624594, 45.012397], [8.624006, 45.01246], [8.624012, 45.013624]], ""type"": ""LineString""}, ""id"": 98598885, ""properties"": {""name"": ""Valenza"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""TTORVAZT"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[8.624012, 45.013624]","[8.624639, 45.013574]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[8.431279, 44.900812], [8.430344, 44.90147], [8.428884, 44.901016], [8.428835, 44.900943], [8.42956, 44.900584], [8.431071, 44.900706], [8.431279, 44.900812]], ""type"": ""LineString""}, ""id"": 98598887, ""properties"": {""name"": ""Felizzano"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""TTORFELT"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[8.431279, 44.900812]","[8.430344, 44.90147]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[10.569931, 46.672506], [10.569966, 46.67253], [10.570558, 46.672551], [10.570633, 46.672513], [10.570641, 46.672413], [10.57042, 46.672405], [10.570426, 46.672328], [10.570587, 46.672334], [10.570591, 46.67228], [10.569954, 46.672251], [10.569931, 46.672506]], ""type"": ""LineString""}, ""id"": 98605319, ""properties"": {""name"": ""Glorenza CP"", ""operator"": ""Selnet"", ""power"": ""substation"", ""ref:terna"": ""VVENGLRV"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[10.569931, 46.672506]","[10.569966, 46.67253]",Selnet
"{""geometry"": {""coordinates"": [[8.71502, 44.894939], [8.714725, 44.894252], [8.713612, 44.893922], [8.713529, 44.893908], [8.713451, 44.893946], [8.713429, 44.893989], [8.713432, 44.89403], [8.713848, 44.894986], [8.713934, 44.894995], [8.714003, 44.895163], [8.71502, 44.894939]], ""type"": ""LineString""}, ""id"": 98607466, ""properties"": {""name"": ""Spinetta Marengo"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""TTORSMDT"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[8.71502, 44.894939]","[8.714725, 44.894252]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[8.593287, 44.88094], [8.592557, 44.880194], [8.593283, 44.879831], [8.593712, 44.879981], [8.594089, 44.880525], [8.593287, 44.88094]], ""type"": ""LineString""}, ""id"": 98607511, ""properties"": {""name"": ""Aulara"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""operator:wikipedia"": ""it:E-distribuzione"", ""power"": ""substation"", ""ref:terna"": ""TTORAULT"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[8.593287, 44.88094]","[8.592557, 44.880194]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[8.629813, 44.907616], [8.629471, 44.906962], [8.628332, 44.907275], [8.628364, 44.907333], [8.628291, 44.907398], [8.628597, 44.907931], [8.628655, 44.907935], [8.629813, 44.907616]], ""type"": ""LineString""}, ""id"": 98607516, ""properties"": {""name"": ""Alessandria Sud"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""operator:wikipedia"": ""it:E-distribuzione"", ""power"": ""substation"", ""ref:terna"": ""TTORASUT"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[8.629813, 44.907616]","[8.629471, 44.906962]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[8.68283, 44.831983], [8.682884, 44.831705], [8.682966, 44.831709], [8.682999, 44.831102], [8.68289, 44.831037], [8.682117, 44.831072], [8.68191, 44.83135], [8.681719, 44.83184], [8.681725, 44.831905], [8.681774, 44.831929], [8.681839, 44.831929], [8.682187, 44.831909], [8.682416, 44.831902], [8.68283, 44.831983]], ""type"": ""LineString""}, ""id"": 98613059, ""properties"": {""name"": ""Frugarolo"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""TTORFRUT"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[8.68283, 44.831983]","[8.682884, 44.831705]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[8.414364, 45.334911], [8.414611, 45.334354], [8.414893, 45.333717], [8.415491, 45.333854], [8.415977, 45.333525], [8.416014, 45.333567], [8.416356, 45.333643], [8.41639, 45.333619], [8.416722, 45.333694], [8.41679, 45.333756], [8.41693, 45.333785], [8.41699, 45.333755], [8.417073, 45.333774], [8.417115, 45.333841], [8.417146, 45.333885], [8.416482, 45.335376], [8.415643, 45.335178], [8.414454, 45.33493], [8.414364, 45.334911]], ""type"": ""LineString""}, ""id"": 98638424, ""properties"": {""name"": ""Vercelli Nord"", ""operator"": ""Atena"", ""power"": ""substation"", ""ref:terna"": ""TTORVCITT1;TTORVCITT3"", ""ref:terna:codice"": ""32.501"", ""substation"": ""distribution"", ""voltage"": ""220000""}, ""type"": ""Feature""}","[8.414364, 45.334911]","[8.414611, 45.334354]",Atena
